source_id,source,target_id,target,amount,year,amount2
108,Community Foundation for Southeast Michigan,386,"New Detroit, Inc",500,2011,"0 - 1,999"
108,Community Foundation for Southeast Michigan,386,"New Detroit, Inc",1000,2011,"0 - 1,999"
108,Community Foundation for Southeast Michigan,386,"New Detroit, Inc",154837,2011,"100,000 - 249,999"
108,Community Foundation for Southeast Michigan,390,New Urban Learning,50000,2011,"50,000 - 99,999"
108,Community Foundation for Southeast Michigan,394,Northeast Guidance Center,40000,2011,"10,000 - 49,999"
108,Community Foundation for Southeast Michigan,399,Old Newsboys' Goodfellows Fund of Detroit,500,2011,"0 - 1,999"
108,Community Foundation for Southeast Michigan,399,Old Newsboys' Goodfellows Fund of Detroit,1500,2011,"0 - 1,999"
108,Community Foundation for Southeast Michigan,399,Old Newsboys' Goodfellows Fund of Detroit,4405,2011,"2,000 - 9,999"
108,Community Foundation for Southeast Michigan,399,Old Newsboys' Goodfellows Fund of Detroit,88807,2011,"50,000 - 99,999"
108,Community Foundation for Southeast Michigan,404,Our Lady Gate of Heaven Church,25000,2011,"10,000 - 49,999"
108,Community Foundation for Southeast Michigan,405,Pay it Forward Initiative,10000,2011,"10,000 - 49,999"
108,Community Foundation for Southeast Michigan,410,"Pewabic Society, Inc",250,2011,"0 - 1,999"
108,Community Foundation for Southeast Michigan,410,"Pewabic Society, Inc",2250,2011,"2,000 - 9,999"
108,Community Foundation for Southeast Michigan,410,"Pewabic Society, Inc",2500,2011,"2,000 - 9,999"
108,Community Foundation for Southeast Michigan,410,"Pewabic Society, Inc",4750,2011,"2,000 - 9,999"
108,Community Foundation for Southeast Michigan,420,Province of St Joseph of the Capuchin Order,500,2011,"0 - 1,999"
108,Community Foundation for Southeast Michigan,420,Province of St Joseph of the Capuchin Order,500,2011,"0 - 1,999"
108,Community Foundation for Southeast Michigan,420,Province of St Joseph of the Capuchin Order,5000,2011,"2,000 - 9,999"
108,Community Foundation for Southeast Michigan,420,Province of St Joseph of the Capuchin Order,7772,2011,"2,000 - 9,999"
108,Community Foundation for Southeast Michigan,420,Province of St Joseph of the Capuchin Order,19500,2011,"10,000 - 49,999"
108,Community Foundation for Southeast Michigan,420,Province of St Joseph of the Capuchin Order,23500,2011,"10,000 - 49,999"
108,Community Foundation for Southeast Michigan,420,Province of St Joseph of the Capuchin Order,25829,2011,"10,000 - 49,999"
108,Community Foundation for Southeast Michigan,425,Racquet Up Detroit,12500,2011,"10,000 - 49,999"
108,Community Foundation for Southeast Michigan,438,Rosa L. Parks Scholarship Foundation,58532,2011,"50,000 - 99,999"
108,Community Foundation for Southeast Michigan,440,"Ruth Ellis Center, Inc",507,2011,"0 - 1,999"
108,Community Foundation for Southeast Michigan,440,"Ruth Ellis Center, Inc",1700,2011,"0 - 1,999"
108,Community Foundation for Southeast Michigan,440,"Ruth Ellis Center, Inc",40000,2011,"10,000 - 49,999"
108,Community Foundation for Southeast Michigan,441,Sacred Heart Major Seminary Foundation,250,2011,"0 - 1,999"
108,Community Foundation for Southeast Michigan,441,Sacred Heart Major Seminary Foundation,500,2011,"0 - 1,999"
108,Community Foundation for Southeast Michigan,441,Sacred Heart Major Seminary Foundation,1750,2011,"0 - 1,999"
108,Community Foundation for Southeast Michigan,441,Sacred Heart Major Seminary Foundation,5500,2011,"2,000 - 9,999"
108,Community Foundation for Southeast Michigan,441,Sacred Heart Major Seminary Foundation,6000,2011,"2,000 - 9,999"
108,Community Foundation for Southeast Michigan,441,Sacred Heart Major Seminary Foundation,7085,2011,"2,000 - 9,999"
108,Community Foundation for Southeast Michigan,443,SAY Detroit,5000,2011,"2,000 - 9,999"
108,Community Foundation for Southeast Michigan,451,"Sickle Cell Disease Association of America Michigan Chapter, Inc",55000,2011,"50,000 - 99,999"
108,Community Foundation for Southeast Michigan,455,Society of St Vincent de Paul - Detroit,750,2011,"0 - 1,999"
108,Community Foundation for Southeast Michigan,455,Society of St Vincent de Paul - Detroit,3500,2011,"2,000 - 9,999"
108,Community Foundation for Southeast Michigan,455,Society of St Vincent de Paul - Detroit,3500,2011,"2,000 - 9,999"
108,Community Foundation for Southeast Michigan,455,Society of St Vincent de Paul - Detroit,7323,2011,"2,000 - 9,999"
108,Community Foundation for Southeast Michigan,455,Society of St Vincent de Paul - Detroit,13000,2011,"10,000 - 49,999"
108,Community Foundation for Southeast Michigan,457,Southeastern Michigan Health Association,5756,2011,"2,000 - 9,999"
108,Community Foundation for Southeast Michigan,460,Southwest Detroit Business Association,60000,2011,"50,000 - 99,999"
108,Community Foundation for Southeast Michigan,463,Southwest Housing Solutions Corporation,35000,2011,"10,000 - 49,999"
108,Community Foundation for Southeast Michigan,463,Southwest Housing Solutions Corporation,2000000,2011,"1,000,000 - 2,999,999"
108,Community Foundation for Southeast Michigan,465,"Southwest Solutions, Inc",1500,2011,"0 - 1,999"
108,Community Foundation for Southeast Michigan,465,"Southwest Solutions, Inc",5000,2011,"2,000 - 9,999"
108,Community Foundation for Southeast Michigan,465,"Southwest Solutions, Inc",5250,2011,"2,000 - 9,999"
108,Community Foundation for Southeast Michigan,465,"Southwest Solutions, Inc",10000,2011,"10,000 - 49,999"
108,Community Foundation for Southeast Michigan,467,"Sphinx Organization, Inc",2534,2011,"2,000 - 9,999"
108,Community Foundation for Southeast Michigan,467,"Sphinx Organization, Inc",7500,2011,"2,000 - 9,999"
108,Community Foundation for Southeast Michigan,467,"Sphinx Organization, Inc",38428,2011,"10,000 - 49,999"
108,Community Foundation for Southeast Michigan,469,SS Peter and Paul Jesuit Church,1000,2011,"0 - 1,999"
108,Community Foundation for Southeast Michigan,469,SS Peter and Paul Jesuit Church,2000,2011,"2,000 - 9,999"
108,Community Foundation for Southeast Michigan,469,SS Peter and Paul Jesuit Church,2000,2011,"2,000 - 9,999"
108,Community Foundation for Southeast Michigan,474,St John Health Foundation,300,2011,"0 - 1,999"
108,Community Foundation for Southeast Michigan,474,St John Health Foundation,500,2011,"0 - 1,999"
108,Community Foundation for Southeast Michigan,474,St John Health Foundation,2000,2011,"2,000 - 9,999"
108,Community Foundation for Southeast Michigan,474,St John Health Foundation,2500,2011,"2,000 - 9,999"
108,Community Foundation for Southeast Michigan,474,St John Health Foundation,5000,2011,"2,000 - 9,999"
108,Community Foundation for Southeast Michigan,474,St John Health Foundation,15000,2011,"10,000 - 49,999"
108,Community Foundation for Southeast Michigan,476,St John's/St Luke's Evangical United Church of Detroit,20000,2011,"10,000 - 49,999"
108,Community Foundation for Southeast Michigan,477,St Maron Maronite Catholic Church,10000,2011,"10,000 - 49,999"
108,Community Foundation for Southeast Michigan,478,"St Patrick Senior Center, Inc",8658,2011,"2,000 - 9,999"
108,Community Foundation for Southeast Michigan,480,State of Michigan,5000,2011,"2,000 - 9,999"
108,Community Foundation for Southeast Michigan,482,Stratford Shakespearean Festival of America,11700,2011,"10,000 - 49,999"
108,Community Foundation for Southeast Michigan,486,"Teach for America, Inc",50000,2011,"50,000 - 99,999"
108,Community Foundation for Southeast Michigan,495,Theodore Levin Memorial Foundation,25335,2011,"10,000 - 49,999"
108,Community Foundation for Southeast Michigan,496,"Think Detroit PAL, Inc",10000,2011,"10,000 - 49,999"
108,Community Foundation for Southeast Michigan,500,"Transportation Riders United, Inc",50000,2011,"50,000 - 99,999"
108,Community Foundation for Southeast Michigan,503,Turning Point Education Fund,60000,2011,"50,000 - 99,999"
108,Community Foundation for Southeast Michigan,509,"United Negro College Fund, Inc",250,2011,"0 - 1,999"
108,Community Foundation for Southeast Michigan,509,"United Negro College Fund, Inc",700,2011,"0 - 1,999"
108,Community Foundation for Southeast Michigan,509,"United Negro College Fund, Inc",5036,2011,"2,000 - 9,999"
108,Community Foundation for Southeast Michigan,510,United Sisters of Charity,50000,2011,"50,000 - 99,999"
108,Community Foundation for Southeast Michigan,511,United Way for Southeastern Michigan,250,2011,"0 - 1,999"
108,Community Foundation for Southeast Michigan,511,United Way for Southeastern Michigan,250,2011,"0 - 1,999"
108,Community Foundation for Southeast Michigan,511,United Way for Southeastern Michigan,483,2011,"0 - 1,999"
108,Community Foundation for Southeast Michigan,511,United Way for Southeastern Michigan,500,2011,"0 - 1,999"
108,Community Foundation for Southeast Michigan,511,United Way for Southeastern Michigan,1000,2011,"0 - 1,999"
108,Community Foundation for Southeast Michigan,511,United Way for Southeastern Michigan,1415,2011,"0 - 1,999"
108,Community Foundation for Southeast Michigan,511,United Way for Southeastern Michigan,1500,2011,"0 - 1,999"
108,Community Foundation for Southeast Michigan,511,United Way for Southeastern Michigan,5000,2011,"2,000 - 9,999"
108,Community Foundation for Southeast Michigan,511,United Way for Southeastern Michigan,5000,2011,"2,000 - 9,999"
108,Community Foundation for Southeast Michigan,511,United Way for Southeastern Michigan,5500,2011,"2,000 - 9,999"
108,Community Foundation for Southeast Michigan,511,United Way for Southeastern Michigan,14000,2011,"10,000 - 49,999"
108,Community Foundation for Southeast Michigan,511,United Way for Southeastern Michigan,20000,2011,"10,000 - 49,999"
108,Community Foundation for Southeast Michigan,511,United Way for Southeastern Michigan,42000,2011,"10,000 - 49,999"
108,Community Foundation for Southeast Michigan,511,United Way for Southeastern Michigan,105220,2011,"100,000 - 249,999"
108,Community Foundation for Southeast Michigan,515,University of Detroit Jesuit High School,2000,2011,"2,000 - 9,999"
108,Community Foundation for Southeast Michigan,515,University of Detroit Jesuit High School,2500,2011,"2,000 - 9,999"
108,Community Foundation for Southeast Michigan,515,University of Detroit Jesuit High School,3500,2011,"2,000 - 9,999"
108,Community Foundation for Southeast Michigan,515,University of Detroit Jesuit High School,3500,2011,"2,000 - 9,999"
108,Community Foundation for Southeast Michigan,515,University of Detroit Jesuit High School,5000,2011,"2,000 - 9,999"
108,Community Foundation for Southeast Michigan,516,University of Detroit Mercy,1000,2011,"0 - 1,999"
108,Community Foundation for Southeast Michigan,516,University of Detroit Mercy,1000,2011,"0 - 1,999"
108,Community Foundation for Southeast Michigan,516,University of Detroit Mercy,2750,2011,"2,000 - 9,999"
108,Community Foundation for Southeast Michigan,516,University of Detroit Mercy,11000,2011,"10,000 - 49,999"
108,Community Foundation for Southeast Michigan,516,University of Detroit Mercy,80000,2011,"50,000 - 99,999"
108,Community Foundation for Southeast Michigan,522,"Urban Neighborhood Initiatives, Inc",5000,2011,"2,000 - 9,999"
108,Community Foundation for Southeast Michigan,529,VSA Michigan,60000,2011,"50,000 - 99,999"
108,Community Foundation for Southeast Michigan,531,Waldorf School Association of Michigan,1500,2011,"0 - 1,999"
108,Community Foundation for Southeast Michigan,531,Waldorf School Association of Michigan,22027,2011,"10,000 - 49,999"
108,Community Foundation for Southeast Michigan,531,Waldorf School Association of Michigan,50000,2011,"50,000 - 99,999"
108,Community Foundation for Southeast Michigan,533,"Warren-Connor Development Coalition, Inc",26394,2011,"10,000 - 49,999"
108,Community Foundation for Southeast Michigan,539,Wayne State University,42,2011,"0 - 1,999"
108,Community Foundation for Southeast Michigan,539,Wayne State University,250,2011,"0 - 1,999"
108,Community Foundation for Southeast Michigan,539,Wayne State University,250,2011,"0 - 1,999"
108,Community Foundation for Southeast Michigan,539,Wayne State University,500,2011,"0 - 1,999"
108,Community Foundation for Southeast Michigan,539,Wayne State University,500,2011,"0 - 1,999"
108,Community Foundation for Southeast Michigan,539,Wayne State University,500,2011,"0 - 1,999"
108,Community Foundation for Southeast Michigan,539,Wayne State University,788,2011,"0 - 1,999"
108,Community Foundation for Southeast Michigan,539,Wayne State University,800,2011,"0 - 1,999"
108,Community Foundation for Southeast Michigan,539,Wayne State University,1000,2011,"0 - 1,999"
108,Community Foundation for Southeast Michigan,539,Wayne State University,1000,2011,"0 - 1,999"
108,Community Foundation for Southeast Michigan,539,Wayne State University,1000,2011,"0 - 1,999"
108,Community Foundation for Southeast Michigan,539,Wayne State University,1000,2011,"0 - 1,999"
108,Community Foundation for Southeast Michigan,539,Wayne State University,1300,2011,"0 - 1,999"
108,Community Foundation for Southeast Michigan,539,Wayne State University,1800,2011,"0 - 1,999"
108,Community Foundation for Southeast Michigan,539,Wayne State University,2500,2011,"2,000 - 9,999"
108,Community Foundation for Southeast Michigan,539,Wayne State University,2500,2011,"2,000 - 9,999"
108,Community Foundation for Southeast Michigan,539,Wayne State University,2508,2011,"2,000 - 9,999"
108,Community Foundation for Southeast Michigan,539,Wayne State University,3000,2011,"2,000 - 9,999"
108,Community Foundation for Southeast Michigan,539,Wayne State University,3500,2011,"2,000 - 9,999"
108,Community Foundation for Southeast Michigan,539,Wayne State University,5000,2011,"2,000 - 9,999"
108,Community Foundation for Southeast Michigan,539,Wayne State University,5000,2011,"2,000 - 9,999"
108,Community Foundation for Southeast Michigan,539,Wayne State University,6000,2011,"2,000 - 9,999"
108,Community Foundation for Southeast Michigan,539,Wayne State University,6081,2011,"2,000 - 9,999"
108,Community Foundation for Southeast Michigan,539,Wayne State University,6099,2011,"2,000 - 9,999"
108,Community Foundation for Southeast Michigan,539,Wayne State University,15500,2011,"10,000 - 49,999"
108,Community Foundation for Southeast Michigan,539,Wayne State University,25000,2011,"10,000 - 49,999"
108,Community Foundation for Southeast Michigan,539,Wayne State University,35405,2011,"10,000 - 49,999"
108,Community Foundation for Southeast Michigan,539,Wayne State University,50000,2011,"50,000 - 99,999"
108,Community Foundation for Southeast Michigan,539,Wayne State University,55000,2011,"50,000 - 99,999"
108,Community Foundation for Southeast Michigan,539,Wayne State University,150000,2011,"100,000 - 249,999"
108,Community Foundation for Southeast Michigan,543,Wayne State University Research & Technology,30000,2011,"10,000 - 49,999"
108,Community Foundation for Southeast Michigan,543,Wayne State University Research & Technology,60000,2011,"50,000 - 99,999"
108,Community Foundation for Southeast Michigan,543,Wayne State University Research & Technology,60000,2011,"50,000 - 99,999"
108,Community Foundation for Southeast Michigan,543,Wayne State University Research & Technology,90000,2011,"50,000 - 99,999"
108,Community Foundation for Southeast Michigan,543,Wayne State University Research & Technology,5900000,2011,"3,000,000 +"
108,Community Foundation for Southeast Michigan,555,YMCA of Metropolitan Detroit,5000,2011,"2,000 - 9,999"
108,Community Foundation for Southeast Michigan,555,YMCA of Metropolitan Detroit,10000,2011,"10,000 - 49,999"
108,Community Foundation for Southeast Michigan,555,YMCA of Metropolitan Detroit,10663,2011,"10,000 - 49,999"
108,Community Foundation for Southeast Michigan,555,YMCA of Metropolitan Detroit,75984,2011,"50,000 - 99,999"
121,CS Mott Foundation,175,Detroit Symphony Orchestra,5000,2012,"2,000 - 9,999"
121,CS Mott Foundation,222,Focus: HOPE,10000,2011,"10,000 - 49,999"
121,CS Mott Foundation,222,Focus: HOPE,750000,2011,"500,000 - 999,999"
121,CS Mott Foundation,222,Focus: HOPE,750000,2012,"500,000 - 999,999"
121,CS Mott Foundation,222,Focus: HOPE,750000,2013,"500,000 - 999,999"
121,CS Mott Foundation,247,Great Lakes Environmental Law Center,50000,2012,"50,000 - 99,999"
121,CS Mott Foundation,254,Harriet Tubman Center for Recruitment and Development of Organizers,175000,2011,"100,000 - 249,999"
121,CS Mott Foundation,254,Harriet Tubman Center for Recruitment and Development of Organizers,190000,2012,"100,000 - 249,999"
121,CS Mott Foundation,338,Metropolitan Organizing Strategy Enabling Strength (MOSES),55700,2011,"50,000 - 99,999"
121,CS Mott Foundation,340,MI*Voice,100000,2012,"100,000 - 249,999"
121,CS Mott Foundation,446,Schools for the Future: Developing New High School Pathways and Innovations for At-Risk and Struggling Students,225000,2012,"100,000 - 249,999"
121,CS Mott Foundation,446,Schools for the Future: Developing New High School Pathways and Innovations for At-Risk and Struggling Students,268000,2013,"250,000 - 499,999"
174,Detroit SOUP,5,Action by Presence,800,2011,"0 - 1,999"
174,Detroit SOUP,6,Adopt-A-Plot,1954,2013,"0 - 1,999"
174,Detroit SOUP,19,Always Brewing Detroit,1800,2013,"0 - 1,999"
174,Detroit SOUP,32,Auntie Na's House,1423,2013,"0 - 1,999"
174,Detroit SOUP,35,Avery Park Renewal Project,360,2010,"0 - 1,999"
174,Detroit SOUP,40,Be the Change in Detroit: Forest Park Beautification Project,805,2012,"0 - 1,999"
174,Detroit SOUP,41,Belle Isle to 8 Mile,1000,2012,"0 - 1,999"
174,Detroit SOUP,59,Bridge to the Garbage King,650,2011,"0 - 1,999"
174,Detroit SOUP,63,Burners Without Borders,700,2011,"0 - 1,999"
174,Detroit SOUP,83,Chica Chat Workshops,2147.15,2013,"2,000 - 9,999"
174,Detroit SOUP,139,Detroit Community High (DCH) Printing,1215.25,2012,"0 - 1,999"
174,Detroit SOUP,176,Detroit Threat Management,1132.25,2012,"0 - 1,999"
174,Detroit SOUP,180,Detroit Youth Food Brigade,812.25,2012,"0 - 1,999"
174,Detroit SOUP,199,Elegance of the Rust Belt,110,2010,"0 - 1,999"
174,Detroit SOUP,202,Empowerment Plan: Sleeping Bag Coats Made By and For the Homeless,720,2010,"0 - 1,999"
174,Detroit SOUP,209,Evolution of Nandi's Cafe,175,2013,"0 - 1,999"
174,Detroit SOUP,217,Fender Bender Detroit,514,2012,"0 - 1,999"
174,Detroit SOUP,238,Get Fresh Cart: Health Education in Party Stores,670,2010,"0 - 1,999"
174,Detroit SOUP,261,Help People See Maggie Lee,947,2013,"0 - 1,999"
174,Detroit SOUP,266,Highland Park Hoop House Build,375,2010,"0 - 1,999"
174,Detroit SOUP,299,Keeping our Produce Safe - Eastside Garden,700,2011,"0 - 1,999"
174,Detroit SOUP,364,Midtown Sound Radio Station,775,2011,"0 - 1,999"
174,Detroit SOUP,392,Next Top Chef Detroit,980,2013,"0 - 1,999"
174,Detroit SOUP,402,Ophthalmology Clinic,735,2011,"0 - 1,999"
174,Detroit SOUP,405,Pay it Forward Initiative,810,2010,"0 - 1,999"
174,Detroit SOUP,427,Rebel Nel,1466.5,2013,"0 - 1,999"
174,Detroit SOUP,433,Replanting Roots,455,2010,"0 - 1,999"
174,Detroit SOUP,435,Rhiza Food Company,2081,2012,"2,000 - 9,999"
174,Detroit SOUP,447,Seeding a Neighborhood Association,444,2013,"0 - 1,999"
174,Detroit SOUP,464,Southwest Rides,805.5,2013,"0 - 1,999"
174,Detroit SOUP,466,Spaulding Court,1381.75,2012,"0 - 1,999"
174,Detroit SOUP,485,Take the Time: A Detroit Coloring Book,145,2010,"0 - 1,999"
174,Detroit SOUP,504,Twinning Towns: Leipzig - Detroit,315,2010,"0 - 1,999"
174,Detroit SOUP,523,Urban Recovery Farm,635,2012,"0 - 1,999"
190,DTE Energy Foundation,1,"100 Black Men of Greater Detroit, Inc",6000,2011,"2,000 - 9,999"
190,DTE Energy Foundation,7,Adult Well Being Services,2500,2011,"2,000 - 9,999"
190,DTE Energy Foundation,10,All Four One,5000,2011,"2,000 - 9,999"
190,DTE Energy Foundation,11,All Saints Soup Kitchen and Food Pantry,1000,2011,"0 - 1,999"
190,DTE Energy Foundation,14,Alliance for a Safer Greater Detroit dba Crime Stoppers of Michigan,10000,2011,"10,000 - 49,999"
190,DTE Energy Foundation,23,American Red Cross - Southeastern Michigan Chapter,100000,2011,"100,000 - 249,999"
190,DTE Energy Foundation,29,Arts & Scraps,7000,2011,"2,000 - 9,999"
190,DTE Energy Foundation,30,"Arts League of Michigan, Inc",52000,2011,"50,000 - 99,999"
190,DTE Energy Foundation,42,Belle Isle Women's Committee,35000,2011,"10,000 - 49,999"
190,DTE Energy Foundation,46,Black Caucus Foundation of Michigan,10000,2011,"10,000 - 49,999"
190,DTE Energy Foundation,53,"Boy Scouts of America - Great Lakes Council, Inc",27000,2011,"10,000 - 49,999"
190,DTE Energy Foundation,57,"Boys Hope Girls Hope of Michigan, Inc",1500,2011,"0 - 1,999"
190,DTE Energy Foundation,58,Brazeal Dennard Chorale,1750,2011,"0 - 1,999"
190,DTE Energy Foundation,66,Business Leaders for Michigan Foundation,125000,2011,"100,000 - 249,999"
190,DTE Energy Foundation,67,Campbell Academic Services,15000,2011,"10,000 - 49,999"
190,DTE Energy Foundation,70,Caring Athletes Team for Children's and Henry Ford Hospitals,3500,2011,"2,000 - 9,999"
190,DTE Energy Foundation,74,Cathedral of Faith,1200,2011,"0 - 1,999"
190,DTE Energy Foundation,80,Central Detroit Christian Community Development Corporation,5000,2012,"2,000 - 9,999"
190,DTE Energy Foundation,82,Charles H. Wright Museum of African American History,88100,2011,"50,000 - 99,999"
190,DTE Energy Foundation,84,Child Care Coordinating Council of Detroit/Wayne County,1000,2011,"0 - 1,999"
190,DTE Energy Foundation,97,Citizenship Education Fund,7500,2011,"2,000 - 9,999"
190,DTE Energy Foundation,98,City Connect Detroit,500000,2012,"500,000 - 999,999"
190,DTE Energy Foundation,98,City Connect Detroit,530000,2011,"500,000 - 999,999"
190,DTE Energy Foundation,99,City Mission,1500,2011,"0 - 1,999"
190,DTE Energy Foundation,100,"City Year, Inc",25000,2011,"10,000 - 49,999"
190,DTE Energy Foundation,104,Coleman A. Young Foundation,27500,2011,"10,000 - 49,999"
190,DTE Energy Foundation,105,College for Creative Studies,30000,2011,"10,000 - 49,999"
190,DTE Energy Foundation,108,Community Foundation for Southeast Michigan,290150,2011,"250,000 - 499,999"
190,DTE Energy Foundation,109,Community Health and Social Services Center,500,2011,"0 - 1,999"
190,DTE Energy Foundation,113,Cornerstone Schools Association,140000,2011,"100,000 - 249,999"
190,DTE Energy Foundation,117,Covenant House Michigan,10000,2011,"10,000 - 49,999"
190,DTE Energy Foundation,120,Crossroads of Michigan,2500,2011,"2,000 - 9,999"
190,DTE Energy Foundation,122,Cultural Alliance of Southeastern Michigan,25000,2011,"10,000 - 49,999"
190,DTE Energy Foundation,125,Detroit 300 Conservancy,125000,2011,"100,000 - 249,999"
190,DTE Energy Foundation,126,Detroit Area Agency on Aging,38500,2011,"10,000 - 49,999"
190,DTE Energy Foundation,127,"Detroit Area Pre-College Engineering Program, Inc",53000,2011,"50,000 - 99,999"
190,DTE Energy Foundation,129,"Detroit Association of Black Organizations, Inc",4000,2011,"2,000 - 9,999"
190,DTE Energy Foundation,142,Detroit Dance Collective,2540,2011,"2,000 - 9,999"
190,DTE Energy Foundation,145,Detroit Economic Growth Association,50000,2011,"50,000 - 99,999"
190,DTE Energy Foundation,147,Detroit Educational Television Network,161192,2011,"100,000 - 249,999"
190,DTE Energy Foundation,149,Detroit Executive Service Corps,20000,2011,"10,000 - 49,999"
190,DTE Energy Foundation,152,Detroit Hispanic Development Corporation,2500,2011,"2,000 - 9,999"
190,DTE Energy Foundation,153,Detroit Historical Society,96782,2011,"50,000 - 99,999"
190,DTE Energy Foundation,154,"Detroit Impact, Inc",2500,2011,"2,000 - 9,999"
190,DTE Energy Foundation,156,Detroit Institute of the Arts,418521,2011,"250,000 - 499,999"
190,DTE Energy Foundation,158,Detroit International Jazz Festival,50000,2011,"50,000 - 99,999"
190,DTE Energy Foundation,164,"Detroit Performing Artists, Inc",100,2011,"0 - 1,999"
190,DTE Energy Foundation,168,"Detroit Regional Chamber Foundation, Inc",3000,2011,"2,000 - 9,999"
190,DTE Energy Foundation,170,Detroit Rescue Mission Ministries,21000,2011,"10,000 - 49,999"
190,DTE Energy Foundation,171,"Detroit Riverfront Conservancy, Inc",10000,2011,"10,000 - 49,999"
190,DTE Energy Foundation,175,Detroit Symphony Orchestra,251046,2011,"250,000 - 499,999"
190,DTE Energy Foundation,182,Detroit Zoological Society,70163,2011,"50,000 - 99,999"
190,DTE Energy Foundation,188,"Don Bosco Hall, Inc",3500,2011,"2,000 - 9,999"
190,DTE Energy Foundation,189,"Downtown Detroit Partnership, Inc",50000,2011,"50,000 - 99,999"
190,DTE Energy Foundation,200,"Elliottorian Business and Professional Women's Club, Inc",500,2011,"0 - 1,999"
190,DTE Energy Foundation,203,Engineering Society of Detroit,40000,2011,"10,000 - 49,999"
190,DTE Energy Foundation,206,Erma L. Henderson Academy DPS,1500,2011,"0 - 1,999"
190,DTE Energy Foundation,211,Fair Housing Center of Metropolitan Detroit,5000,2011,"2,000 - 9,999"
190,DTE Energy Foundation,215,Federation of Youth Services,2000,2011,"2,000 - 9,999"
190,DTE Energy Foundation,219,FIRST in Michigan,18500,2011,"10,000 - 49,999"
190,DTE Energy Foundation,228,"Franklin-Wright Settlements, Inc",10000,2011,"10,000 - 49,999"
190,DTE Energy Foundation,235,Friends School in Detroit,2500,2011,"2,000 - 9,999"
190,DTE Energy Foundation,237,Generation of Promise Program,25000,2011,"10,000 - 49,999"
190,DTE Energy Foundation,241,"Gleaners Community Food Bank, Inc",38750,2011,"10,000 - 49,999"
190,DTE Energy Foundation,242,Goodwill Industries of Greater Detroit,20000,2011,"10,000 - 49,999"
190,DTE Energy Foundation,249,Greater New Mt Moriah Baptist Church,1500,2011,"0 - 1,999"
190,DTE Energy Foundation,252,Greening of Detroit,50000,2011,"50,000 - 99,999"
190,DTE Energy Foundation,265,Heritage Works,5000,2011,"2,000 - 9,999"
190,DTE Energy Foundation,271,Horatio Williams Foundation,3300,2011,"2,000 - 9,999"
190,DTE Energy Foundation,281,International Institute Foundation,2500,2011,"2,000 - 9,999"
190,DTE Energy Foundation,282,"International Institute of Metropolitan Detroit, Inc",13000,2011,"10,000 - 49,999"
190,DTE Energy Foundation,284,"Jackets for Jobs, Inc",2500,2011,"2,000 - 9,999"
190,DTE Energy Foundation,285,"James Tatum Foundation for the Arts, Inc",500,2011,"0 - 1,999"
190,DTE Energy Foundation,294,"Junior Achievement of Southeastern Michigan, Inc",21500,2011,"10,000 - 49,999"
190,DTE Energy Foundation,296,Kappa Detroit Foundation,2000,2011,"2,000 - 9,999"
190,DTE Energy Foundation,322,Local Initiatives Support Corporation (LISC),100000,2012,"100,000 - 249,999"
190,DTE Energy Foundation,324,Loyola High School,2000,2011,"2,000 - 9,999"
190,DTE Energy Foundation,326,"Man Power Mentoring, Inc",10000,2011,"10,000 - 49,999"
190,DTE Energy Foundation,329,Marygrove College,5575,2011,"2,000 - 9,999"
190,DTE Energy Foundation,330,Matrix Human Services,11500,2011,"10,000 - 49,999"
190,DTE Energy Foundation,331,"Matrix Theatre Company, Inc",100,2011,"0 - 1,999"
190,DTE Energy Foundation,334,Mercy Education Project,4500,2011,"2,000 - 9,999"
190,DTE Energy Foundation,337,Metropolitan Affairs Coalition,15000,2011,"10,000 - 49,999"
190,DTE Energy Foundation,341,Michigan Coalition for Human Rights,1000,2011,"0 - 1,999"
190,DTE Energy Foundation,349,Michigan Opera Theatre,26289,2011,"10,000 - 49,999"
190,DTE Energy Foundation,352,Michigan Roundtable for Diversity and Inclusion,76500,2011,"50,000 - 99,999"
190,DTE Energy Foundation,357,Michigan Thanksgiving Parade Foundation,100000,2011,"100,000 - 249,999"
190,DTE Energy Foundation,359,Michigan Women's Foundation,15000,2012,"10,000 - 49,999"
190,DTE Energy Foundation,367,Moms and Babes Too,2000,2011,"2,000 - 9,999"
190,DTE Energy Foundation,368,Mosaic Youth Theatre of Detroit,32000,2011,"10,000 - 49,999"
190,DTE Energy Foundation,370,Motown Historical Museum,21000,2011,"10,000 - 49,999"
190,DTE Energy Foundation,371,Mt Moriah Community Development Corporation,1500,2011,"0 - 1,999"
190,DTE Energy Foundation,372,Museum of Contemporary Art Detroit (MOCAD),50,2011,"0 - 1,999"
190,DTE Energy Foundation,373,"Music Hall Center for the Performing Arts, Inc",136000,2011,"100,000 - 249,999"
190,DTE Energy Foundation,374,NAACP - Detroit Branch,315000,2011,"250,000 - 499,999"
190,DTE Energy Foundation,375,"National Association of Black Accountants, Inc",2500,2011,"2,000 - 9,999"
190,DTE Energy Foundation,386,"New Detroit, Inc",215000,2011,"100,000 - 249,999"
190,DTE Energy Foundation,390,New Urban Learning,62500,2011,"50,000 - 99,999"
190,DTE Energy Foundation,400,"One of Us, Inc",20000,2011,"10,000 - 49,999"
190,DTE Energy Foundation,403,Optimist Club Foundation of Central Detroit,1500,2011,"0 - 1,999"
